OBJECTID	Shape_Leng	Shape_Area	i	geometry
1	366105.8018189999856986	3952898447.4800000190734863	95143	POINT(826.997475 7295.318965)
1	366105.8018189999856986	3952898447.4800000190734863	95144	POINT(826.705155 7295.481429)
1	366105.8018189999856986	3952898447.4800000190734863	203747	POINT(823.531006 7272.97998)
1	366105.8018189999856986	3952898447.4800000190734863	203757	POINT(823.325989 7273.489746)
1	366105.8018189999856986	3952898447.4800000190734863	203772	POINT(818.404053 7274.359863)
1	366105.8018189999856986	3952898447.4800000190734863	203839	POINT(820.122986 7277.680176)
1	366105.8018189999856986	3952898447.4800000190734863	203840	POINT(819.790039 7277.77002)
1	366105.8018189999856986	3952898447.4800000190734863	203858	POINT(811.491028 7278.560059)
1	366105.8018189999856986	3952898447.4800000190734863	203868	POINT(821.913025 7279.060059)
1	366105.8018189999856986	3952898447.4800000190734863	203876	POINT(812.238037 7279.689941)
1	366105.8018189999856986	3952898447.4800000190734863	203882	POINT(819.032043 7280)
1	366105.8018189999856986	3952898447.4800000190734863	203886	POINT(818.958984 7280.069824)
1	366105.8018189999856986	3952898447.4800000190734863	203892	POINT(812.557983 7280.280273)
1	366105.8018189999856986	3952898447.4800000190734863	203913	POINT(820.233032 7280.629883)
1	366105.8018189999856986	3952898447.4800000190734863	203965	POINT(817.421021 7281.709961)
1	366105.8018189999856986	3952898447.4800000190734863	203971	POINT(817.372986 7281.77002)
1	366105.8018189999856986	3952898447.4800000190734863	203986	POINT(812.86499 7282.029785)
1	366105.8018189999856986	3952898447.4800000190734863	204003	POINT(813.286011 7282.459961)
1	366105.8018189999856986	3952898447.4800000190734863	204005	POINT(812.858948 7282.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204011	POINT(813.378967 7282.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204024	POINT(815.958984 7283.22998)
1	366105.8018189999856986	3952898447.4800000190734863	204027	POINT(807.447021 7283.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204029	POINT(807.370972 7283.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204033	POINT(813.846985 7283.700195)
1	366105.8018189999856986	3952898447.4800000190734863	204034	POINT(813.86499 7283.740234)
1	366105.8018189999856986	3952898447.4800000190734863	204036	POINT(812.612 7283.889648)
1	366105.8018189999856986	3952898447.4800000190734863	204037	POINT(814.229004 7283.959961)
1	366105.8018189999856986	3952898447.4800000190734863	204038	POINT(814.587036 7283.989746)
1	366105.8018189999856986	3952898447.4800000190734863	204039	POINT(813.998047 7284)
1	366105.8018189999856986	3952898447.4800000190734863	204041	POINT(814.457031 7284.069824)
1	366105.8018189999856986	3952898447.4800000190734863	204042	POINT(814.430054 7284.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204043	POINT(814.340942 7284.129883)
1	366105.8018189999856986	3952898447.4800000190734863	204046	POINT(813.61499 7284.379883)
1	366105.8018189999856986	3952898447.4800000190734863	204047	POINT(813.291016 7284.429688)
1	366105.8018189999856986	3952898447.4800000190734863	204048	POINT(813.332031 7284.5)
1	366105.8018189999856986	3952898447.4800000190734863	204052	POINT(813.477051 7284.560059)
1	366105.8018189999856986	3952898447.4800000190734863	204053	POINT(813.187988 7284.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204055	POINT(813.476013 7284.609863)
1	366105.8018189999856986	3952898447.4800000190734863	204057	POINT(813.424072 7284.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204059	POINT(813.275024 7284.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204060	POINT(813.520996 7284.75)
1	366105.8018189999856986	3952898447.4800000190734863	204064	POINT(813.084045 7284.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204065	POINT(826.039001 7284.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204070	POINT(819.757019 7285.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204071	POINT(819.615967 7285.149902)
1	366105.8018189999856986	3952898447.4800000190734863	204073	POINT(819.550964 7285.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204075	POINT(819.419006 7285.22998)
1	366105.8018189999856986	3952898447.4800000190734863	204076	POINT(819.346985 7285.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204079	POINT(825.700012 7285.359863)
1	366105.8018189999856986	3952898447.4800000190734863	204080	POINT(825.296021 7285.459961)
1	366105.8018189999856986	3952898447.4800000190734863	204083	POINT(818.73999 7285.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204084	POINT(818.607971 7285.589844)
1	366105.8018189999856986	3952898447.4800000190734863	204086	POINT(812.220032 7285.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204087	POINT(825.444031 7285.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204088	POINT(825.465027 7285.660156)
1	366105.8018189999856986	3952898447.4800000190734863	204089	POINT(812.114014 7285.720215)
1	366105.8018189999856986	3952898447.4800000190734863	204090	POINT(825.524048 7285.720215)
1	366105.8018189999856986	3952898447.4800000190734863	204092	POINT(818.044983 7285.82959)
1	366105.8018189999856986	3952898447.4800000190734863	204094	POINT(825.656982 7285.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204095	POINT(817.902039 7285.919922)
1	366105.8018189999856986	3952898447.4800000190734863	204096	POINT(811.89502 7285.989746)
1	366105.8018189999856986	3952898447.4800000190734863	204100	POINT(818.421021 7286.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204101	POINT(825.795044 7286.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204102	POINT(825.830994 7286.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204103	POINT(825.894043 7286.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204110	POINT(815.913025 7286.740234)
1	366105.8018189999856986	3952898447.4800000190734863	204111	POINT(815.592041 7286.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204112	POINT(815.777039 7286.82959)
1	366105.8018189999856986	3952898447.4800000190734863	204114	POINT(812.024048 7286.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204115	POINT(815.747009 7286.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204118	POINT(815.572021 7287.060059)
1	366105.8018189999856986	3952898447.4800000190734863	204119	POINT(815.822998 7287.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204120	POINT(815.037048 7287.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204121	POINT(818.254028 7287.25)
1	366105.8018189999856986	3952898447.4800000190734863	204124	POINT(818.252014 7287.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204125	POINT(815.155945 7287.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204126	POINT(818.248962 7287.349609)
1	366105.8018189999856986	3952898447.4800000190734863	204127	POINT(815.190002 7287.379883)
1	366105.8018189999856986	3952898447.4800000190734863	204129	POINT(814.939026 7287.5)
1	366105.8018189999856986	3952898447.4800000190734863	204132	POINT(826.299988 7287.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204134	POINT(814.705017 7287.560059)
1	366105.8018189999856986	3952898447.4800000190734863	204135	POINT(814.532043 7287.580078)
1	366105.8018189999856986	3952898447.4800000190734863	204146	POINT(813.112 7287.97998)
1	366105.8018189999856986	3952898447.4800000190734863	204147	POINT(812.91803 7288.029785)
1	366105.8018189999856986	3952898447.4800000190734863	204148	POINT(812.945007 7288.069824)
1	366105.8018189999856986	3952898447.4800000190734863	204149	POINT(812.671997 7288.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204150	POINT(812.627014 7288.240234)
1	366105.8018189999856986	3952898447.4800000190734863	204151	POINT(828.647949 7288.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204152	POINT(828.495056 7288.319824)
1	366105.8018189999856986	3952898447.4800000190734863	204153	POINT(828.505005 7288.32959)
1	366105.8018189999856986	3952898447.4800000190734863	204155	POINT(828.442017 7288.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204159	POINT(828.440979 7288.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204160	POINT(828.43103 7288.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204161	POINT(828.505005 7288.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204162	POINT(828.518982 7288.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204164	POINT(828.547974 7288.569824)
1	366105.8018189999856986	3952898447.4800000190734863	204165	POINT(812.257019 7288.580078)
1	366105.8018189999856986	3952898447.4800000190734863	204166	POINT(826.448975 7288.589844)
1	366105.8018189999856986	3952898447.4800000190734863	204167	POINT(828.513 7288.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204168	POINT(812.31897 7288.660156)
1	366105.8018189999856986	3952898447.4800000190734863	204169	POINT(812.149963 7288.689941)
1	366105.8018189999856986	3952898447.4800000190734863	204170	POINT(828.411011 7288.689941)
1	366105.8018189999856986	3952898447.4800000190734863	204172	POINT(839.867981 7288.760254)
1	366105.8018189999856986	3952898447.4800000190734863	204174	POINT(811.888 7288.839844)
1	366105.8018189999856986	3952898447.4800000190734863	204176	POINT(811.679993 7288.859863)
1	366105.8018189999856986	3952898447.4800000190734863	204178	POINT(840.035034 7288.899902)
1	366105.8018189999856986	3952898447.4800000190734863	204179	POINT(818.315002 7288.899902)
1	366105.8018189999856986	3952898447.4800000190734863	204186	POINT(841.002991 7289.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204187	POINT(833.485046 7289.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204188	POINT(827.334045 7289.409668)
1	366105.8018189999856986	3952898447.4800000190734863	204189	POINT(826.327026 7289.47998)
1	366105.8018189999856986	3952898447.4800000190734863	204190	POINT(833.368958 7289.47998)
1	366105.8018189999856986	3952898447.4800000190734863	204192	POINT(833.328003 7289.540039)
1	366105.8018189999856986	3952898447.4800000190734863	204194	POINT(827.062727 7289.668417)
1	366105.8018189999856986	3952898447.4800000190734863	204200	POINT(826.041197 7290.011478)
1	366105.8018189999856986	3952898447.4800000190734863	204202	POINT(833.325989 7290.25)
1	366105.8018189999856986	3952898447.4800000190734863	204203	POINT(828.190979 7290.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204208	POINT(825.920044 7290.30957)
1	366105.8018189999856986	3952898447.4800000190734863	204209	POINT(833.244019 7290.349609)
1	366105.8018189999856986	3952898447.4800000190734863	204210	POINT(811.999023 7290.449707)
1	366105.8018189999856986	3952898447.4800000190734863	204212	POINT(811.924072 7290.669922)
1	366105.8018189999856986	3952898447.4800000190734863	204215	POINT(827.880981 7290.720215)
1	366105.8018189999856986	3952898447.4800000190734863	204216	POINT(811.912048 7290.75)
1	366105.8018189999856986	3952898447.4800000190734863	204217	POINT(837.302979 7290.97998)
1	366105.8018189999856986	3952898447.4800000190734863	204218	POINT(827.427063 7291.009766)
1	366105.8018189999856986	3952898447.4800000190734863	204219	POINT(831.815002 7291.02002)
1	366105.8018189999856986	3952898447.4800000190734863	204222	POINT(826.578979 7291.25)
1	366105.8018189999856986	3952898447.4800000190734863	204225	POINT(826.835999 7291.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204226	POINT(827.057007 7291.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204227	POINT(827.210022 7291.280273)
1	366105.8018189999856986	3952898447.4800000190734863	204228	POINT(827.205017 7291.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204229	POINT(831.744995 7291.30957)
1	366105.8018189999856986	3952898447.4800000190734863	204230	POINT(822.415039 7291.319824)
1	366105.8018189999856986	3952898447.4800000190734863	204231	POINT(827.496033 7291.359863)
1	366105.8018189999856986	3952898447.4800000190734863	204232	POINT(822.244995 7291.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204233	POINT(826.028992 7291.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204235	POINT(827.632996 7291.409668)
1	366105.8018189999856986	3952898447.4800000190734863	204236	POINT(825.088989 7291.47998)
1	366105.8018189999856986	3952898447.4800000190734863	204239	POINT(836.325989 7291.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204240	POINT(811.447998 7291.660156)
1	366105.8018189999856986	3952898447.4800000190734863	204241	POINT(828.359985 7291.689941)
1	366105.8018189999856986	3952898447.4800000190734863	204242	POINT(823.419006 7291.700195)
1	366105.8018189999856986	3952898447.4800000190734863	204243	POINT(828.570007 7291.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204244	POINT(831.588989 7291.790039)
1	366105.8018189999856986	3952898447.4800000190734863	204246	POINT(823.697021 7291.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204247	POINT(828.669983 7291.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204248	POINT(828.708008 7291.82959)
1	366105.8018189999856986	3952898447.4800000190734863	204251	POINT(823.524048 7291.849609)
1	366105.8018189999856986	3952898447.4800000190734863	204252	POINT(831.5 7291.869629)
1	366105.8018189999856986	3952898447.4800000190734863	204255	POINT(829.050964 7291.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204256	POINT(829.040955 7291.919922)
1	366105.8018189999856986	3952898447.4800000190734863	204259	POINT(823.597046 7291.949707)
1	366105.8018189999856986	3952898447.4800000190734863	204260	POINT(822.697998 7291.959961)
1	366105.8018189999856986	3952898447.4800000190734863	204261	POINT(822.864014 7291.969727)
1	366105.8018189999856986	3952898447.4800000190734863	204263	POINT(823.457031 7291.97998)
1	366105.8018189999856986	3952898447.4800000190734863	204265	POINT(831.154968 7292.02002)
1	366105.8018189999856986	3952898447.4800000190734863	204267	POINT(831.252014 7292.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204270	POINT(831.171997 7292.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204271	POINT(829.920044 7292.149902)
1	366105.8018189999856986	3952898447.4800000190734863	204272	POINT(829.981018 7292.160156)
1	366105.8018189999856986	3952898447.4800000190734863	204274	POINT(835.479004 7292.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204275	POINT(828.986023 7292.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204277	POINT(828.939026 7292.280273)
1	366105.8018189999856986	3952898447.4800000190734863	204278	POINT(828.945984 7292.280273)
1	366105.8018189999856986	3952898447.4800000190734863	204280	POINT(795.065002 7292.319824)
1	366105.8018189999856986	3952898447.4800000190734863	204281	POINT(809.370972 7292.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204282	POINT(829.159973 7292.379883)
1	366105.8018189999856986	3952898447.4800000190734863	204283	POINT(795.054016 7292.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204285	POINT(829.21405 7292.47998)
1	366105.8018189999856986	3952898447.4800000190734863	204288	POINT(835.099976 7292.5)
1	366105.8018189999856986	3952898447.4800000190734863	204289	POINT(829.200989 7292.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204290	POINT(830.875 7292.569824)
1	366105.8018189999856986	3952898447.4800000190734863	204291	POINT(824.039001 7292.569824)
1	366105.8018189999856986	3952898447.4800000190734863	204292	POINT(829.179993 7292.569824)
1	366105.8018189999856986	3952898447.4800000190734863	204295	POINT(794.995056 7292.620117)
1	366105.8018189999856986	3952898447.4800000190734863	204298	POINT(824.10498 7292.669922)
1	366105.8018189999856986	3952898447.4800000190734863	204300	POINT(832.254028 7292.689941)
1	366105.8018189999856986	3952898447.4800000190734863	204302	POINT(834.845947 7292.72998)
1	366105.8018189999856986	3952898447.4800000190734863	204303	POINT(834.704041 7292.799805)
1	366105.8018189999856986	3952898447.4800000190734863	204304	POINT(832.472046 7292.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204305	POINT(821.947021 7292.849609)
1	366105.8018189999856986	3952898447.4800000190734863	204306	POINT(834.678955 7292.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204307	POINT(794.757019 7292.919922)
1	366105.8018189999856986	3952898447.4800000190734863	204308	POINT(834.619995 7292.929688)
1	366105.8018189999856986	3952898447.4800000190734863	204309	POINT(807.627991 7293.160156)
1	366105.8018189999856986	3952898447.4800000190734863	204310	POINT(834.299988 7293.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204311	POINT(834.184021 7293.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204312	POINT(824.195984 7293.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204313	POINT(834.168945 7293.32959)
1	366105.8018189999856986	3952898447.4800000190734863	204314	POINT(825.357971 7293.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204315	POINT(825.447021 7293.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204316	POINT(825.536011 7293.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204317	POINT(825.637024 7293.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204318	POINT(832.735046 7293.359863)
1	366105.8018189999856986	3952898447.4800000190734863	204319	POINT(824.093018 7293.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204320	POINT(834.102966 7293.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204321	POINT(832.767029 7293.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204322	POINT(821.155945 7293.409668)
1	366105.8018189999856986	3952898447.4800000190734863	204323	POINT(829.682007 7293.429688)
1	366105.8018189999856986	3952898447.4800000190734863	204324	POINT(825.302002 7293.449707)
1	366105.8018189999856986	3952898447.4800000190734863	204325	POINT(828.687988 7293.469727)
1	366105.8018189999856986	3952898447.4800000190734863	204326	POINT(832.839966 7293.489746)
1	366105.8018189999856986	3952898447.4800000190734863	204329	POINT(823.927063 7293.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204330	POINT(830.093018 7293.560059)
1	366105.8018189999856986	3952898447.4800000190734863	204332	POINT(825.198975 7293.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204334	POINT(833.400024 7293.680176)
1	366105.8018189999856986	3952898447.4800000190734863	204335	POINT(825.027039 7293.689941)
1	366105.8018189999856986	3952898447.4800000190734863	204336	POINT(833.598999 7293.700195)
1	366105.8018189999856986	3952898447.4800000190734863	204337	POINT(833.278992 7293.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204338	POINT(833.54895 7293.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204339	POINT(833.377991 7293.720215)
1	366105.8018189999856986	3952898447.4800000190734863	204340	POINT(833.324036 7293.720215)
1	366105.8018189999856986	3952898447.4800000190734863	204341	POINT(794.608948 7293.790039)
1	366105.8018189999856986	3952898447.4800000190734863	204344	POINT(793.462036 7293.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204345	POINT(830.202026 7293.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204347	POINT(813.858948 7293.929688)
1	366105.8018189999856986	3952898447.4800000190734863	204348	POINT(824.945007 7293.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204349	POINT(830.345947 7293.969727)
1	366105.8018189999856986	3952898447.4800000190734863	204351	POINT(830.448975 7294)
1	366105.8018189999856986	3952898447.4800000190734863	204352	POINT(828.359985 7294.049805)
1	366105.8018189999856986	3952898447.4800000190734863	204354	POINT(828.268005 7294.109863)
1	366105.8018189999856986	3952898447.4800000190734863	204355	POINT(824.791016 7294.120117)
1	366105.8018189999856986	3952898447.4800000190734863	204356	POINT(794.607971 7294.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204357	POINT(794.51001 7294.149902)
1	366105.8018189999856986	3952898447.4800000190734863	204358	POINT(828.335022 7294.149902)
1	366105.8018189999856986	3952898447.4800000190734863	204359	POINT(806.908997 7294.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204360	POINT(794.678955 7294.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204361	POINT(824.472046 7294.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204362	POINT(830.708984 7294.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204363	POINT(824.63501 7294.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204364	POINT(824.594055 7294.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204366	POINT(794.842957 7294.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204367	POINT(824.432068 7294.240234)
1	366105.8018189999856986	3952898447.4800000190734863	204368	POINT(828.124023 7294.280273)
1	366105.8018189999856986	3952898447.4800000190734863	204369	POINT(824.248962 7294.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204370	POINT(794.955994 7294.299805)
